loss,accuracy,val_loss,val_accuracy
2.022771120071411,0.2597222328186035,1.8124443292617798,0.4148148000240326
1.7002623081207275,0.4462963044643402,1.5106042623519897,0.5444444417953491
1.4525402784347534,0.5254629850387573,1.3176480531692505,0.5666666626930237
1.2635618448257446,0.6004629731178284,1.1675201654434204,0.6592592597007751
1.112501859664917,0.6541666388511658,1.001105785369873,0.7111111283302307
0.9874684810638428,0.6962962746620178,0.9272708892822266,0.7148148417472839
0.9170865416526794,0.7143518328666687,0.8807509541511536,0.7333333492279053
0.8375923037528992,0.737500011920929,0.7712891697883606,0.7629629373550415
0.7756214737892151,0.7532407641410828,0.7250702977180481,0.7629629373550415
0.7163392901420593,0.7759259343147278,0.6560558080673218,0.8037037253379822
0.6793761253356934,0.7652778029441833,0.5871621370315552,0.8444444537162781
0.6382773518562317,0.7939814925193787,0.571435272693634,0.8370370268821716
0.5956072807312012,0.8060185313224792,0.5360546112060547,0.8666666746139526
0.5598282814025879,0.8194444179534912,0.5281419157981873,0.8740741014480591
0.5198501944541931,0.8402777910232544,0.4929208755493164,0.8666666746139526
