loss,accuracy,val_loss,val_accuracy
2.0164847373962402,0.3115740716457367,1.4538027048110962,0.47777777910232544
1.1211411952972412,0.6078703999519348,0.7736373543739319,0.7148148417472839
0.5178954601287842,0.8342592716217041,0.5046333074569702,0.8407407402992249
0.25950759649276733,0.9041666388511658,0.4266356825828552,0.8592592477798462
0.1705365926027298,0.9365741014480591,0.32811084389686584,0.8888888955116272
0.14359596371650696,0.9462962746620178,0.3310912847518921,0.8740741014480591
0.10606527328491211,0.9560185074806213,0.35243305563926697,0.885185182094574
0.09982318431138992,0.9606481194496155,0.3499043881893158,0.8925926089286804
0.08364541083574295,0.9717592597007751,0.30075880885124207,0.8999999761581421
0.10202769935131073,0.9620370268821716,0.2796817421913147,0.8999999761581421
0.05481523647904396,0.9824073910713196,0.22497327625751495,0.9296296238899231
0.0546904057264328,0.9800925850868225,0.32426807284355164,0.8962963223457336
0.05132323130965233,0.9800925850868225,0.2713361382484436,0.914814829826355
0.0666092187166214,0.9763888716697693,0.2692055106163025,0.8962963223457336
0.036613378673791885,0.9861111044883728,0.33422279357910156,0.8962963223457336
